States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Rajasthan,,Masoor (Lentil),2004-2005,28.80,28.60,993
Tripura,,Masoor (Lentil),2004-2005,0.40,0.20,500
Uttar Pradesh,,Masoor (Lentil),2004-2005,613.00,501.40,818
Uttarakhand,,Masoor (Lentil),2004-2005,14.20,7.90,556
West Bengal,,Masoor (Lentil),2004-2005,62.70,37.90,604
India,,Masoor (Lentil),2004-2005,1473.00,994.20,675
Assam,,Masoor (Lentil),2005-2006,18.60,9.90,532
Bihar,,Masoor (Lentil),2005-2006,162.50,114.50,705
Chhattisgarh,,Masoor (Lentil),2005-2006,18.50,6.00,324
Haryana,,Masoor (Lentil),2005-2006,5.40,4.30,796
Himachal Pradesh,,Masoor (Lentil),2005-2006,0.70,0.10,143
Jammu & Kashmir,,Masoor (Lentil),2005-2006,0.20,0.10,500
Jharkhand,,Masoor (Lentil),2005-2006,16.70,11.20,671
Madhya Pradesh,,Masoor (Lentil),2005-2006,564.10,287.50,510
Maharashtra,,Masoor (Lentil),2005-2006,8.70,3.60,414
Punjab,,Masoor (Lentil),2005-2006,2.00,1.00,500
Rajasthan,,Masoor (Lentil),2005-2006,18.50,16.80,908
Tripura,,Masoor (Lentil),2005-2006,0.30,0.20,667
Uttar Pradesh,,Masoor (Lentil),2005-2006,607.90,434.90,715
Uttarakhand,,Masoor (Lentil),2005-2006,20.50,9.20,449
West Bengal,,Masoor (Lentil),2005-2006,61.50,47.00,764
India,,Masoor (Lentil),2005-2006,1506.10,946.30,628
Bihar,,Masoor (Lentil),2006-2007,166.50,117.30,705
Chhattisgarh,,Masoor (Lentil),2006-2007,16.50,5.40,327
Haryana,,Masoor (Lentil),2006-2007,4.20,4.20,1000
Himachal Pradesh,,Masoor (Lentil),2006-2007,0.70,0.40,571
Jammu & Kashmir,,Masoor (Lentil),2006-2007,0.20,0.10,500
Jharkhand,,Masoor (Lentil),2006-2007,19.90,15.20,764
Madhya Pradesh,,Masoor (Lentil),2006-2007,522.10,259.30,497
Assam,,Masoor (Lentil),2006-2007,20.00,11.00,550
Maharashtra,,Masoor (Lentil),2006-2007,9.00,3.70,411
Punjab,,Masoor (Lentil),2006-2007,2.10,0.80,381
Rajasthan,,Masoor (Lentil),2006-2007,14.00,12.90,921
Tripura,,Masoor (Lentil),2006-2007,0.40,0.20,500
Uttar Pradesh,,Masoor (Lentil),2006-2007,616.00,434.00,705
Uttarakhand,,Masoor (Lentil),2006-2007,14.00,6.00,429
West Bengal,,Masoor (Lentil),2006-2007,64.20,42.70,665
India,,Masoor (Lentil),2006-2007,1469.80,913.20,621
Bihar,,Masoor (Lentil),2007-2008,162.60,129.00,793
Chhattisgarh,,Masoor (Lentil),2007-2008,17.30,5.80,335
Haryana,,Masoor (Lentil),2007-2008,4.10,3.20,780
Himachal Pradesh,,Masoor (Lentil),2007-2008,0.60,0.40,667
Jammu & Kashmir,,Masoor (Lentil),2007-2008,0.10,0.00,0
Jharkhand,,Masoor (Lentil),2007-2008,22.70,16.90,744
Madhya Pradesh,,Masoor (Lentil),2007-2008,467.80,205.90,440
Assam,,Masoor (Lentil),2007-2008,22.00,12.00,545
Maharashtra,,Masoor (Lentil),2007-2008,10.00,5.00,500
Punjab,,Masoor (Lentil),2007-2008,1.20,0.60,500
Rajasthan,,Masoor (Lentil),2007-2008,14.80,10.50,709
Tripura,,Masoor (Lentil),2007-2008,0.40,0.20,500
Uttar Pradesh,,Masoor (Lentil),2007-2008,507.00,368.00,726
Uttarakhand,,Masoor (Lentil),2007-2008,16.30,9.30,571
West Bengal,,Masoor (Lentil),2007-2008,58.70,44.80,763
India,,Masoor (Lentil),2007-2008,1305.60,811.60,622
Bihar,,Masoor (Lentil),2008-2009,163.80,128.60,785
Chhattisgarh,,Masoor (Lentil),2008-2009,15.60,5.10,327
Haryana,,Masoor (Lentil),2008-2009,4.30,3.20,744
Himachal Pradesh,,Masoor (Lentil),2008-2009,0.70,0.20,286
Jammu & Kashmir,,Masoor (Lentil),2008-2009,1.20,0.70,583
Jharkhand,,Masoor (Lentil),2008-2009,19.50,15.80,810
Madhya Pradesh,,Masoor (Lentil),2008-2009,531.40,268.40,505
Assam,,Masoor (Lentil),2008-2009,21.70,11.10,512
Maharashtra,,Masoor (Lentil),2008-2009,8.00,3.00,375
Punjab,,Masoor (Lentil),2008-2009,1.10,0.70,636
Rajasthan,,Masoor (Lentil),2008-2009,20.60,17.90,869
Tripura,,Masoor (Lentil),2008-2009,0.30,0.20,580
Uttar Pradesh,,Masoor (Lentil),2008-2009,521.00,460.00,883
Uttarakhand,,Masoor (Lentil),2008-2009,17.00,6.00,353
West Bengal,,Masoor (Lentil),2008-2009,49.70,32.40,652
India,,Masoor (Lentil),2008-2009,1375.90,953.30,693
Assam,,Masoor (Lentil),2009-2010,21.40,10.80,503
Bihar,,Masoor (Lentil),2009-2010,171.10,150.50,880
Chhattisgarh,,Masoor (Lentil),2009-2010,16.00,4.90,306
Haryana,,Masoor (Lentil),2009-2010,5.00,4.00,800
Himachal Pradesh,,Masoor (Lentil),2009-2010,0.70,0.30,413
Jammu & Kashmir,,Masoor (Lentil),2009-2010,0.90,0.60,617
Jharkhand,,Masoor (Lentil),2009-2010,22.90,12.80,559
Madhya Pradesh,,Masoor (Lentil),2009-2010,541.30,284.40,525
Maharashtra,,Masoor (Lentil),2009-2010,8.80,3.20,365
Punjab,,Masoor (Lentil),2009-2010,1.10,0.70,636
Rajasthan,,Masoor (Lentil),2009-2010,27.00,24.20,895
Tripura,,Masoor (Lentil),2009-2010,0.40,0.20,518
Uttar Pradesh,,Masoor (Lentil),2009-2010,592.40,475.90,803
Uttarakhand,,Masoor (Lentil),2009-2010,19.00,12.00,632
West Bengal,,Masoor (Lentil),2009-2010,51.70,47.10,911
India,,Masoor (Lentil),2009-2010,1479.80,1031.60,697
Assam,,Masoor (Lentil),2010-2011,23.90,11.80,494
Bihar,,Masoor (Lentil),2010-2011,238.60,214.70,900
Chhattisgarh,,Masoor (Lentil),2010-2011,13.90,4.20,302
Haryana,,Masoor (Lentil),2010-2011,3.30,2.60,788
Himachal Pradesh,,Masoor (Lentil),2010-2011,0.60,0.40,583
Jammu & Kashmir,,Masoor (Lentil),2010-2011,0.60,0.30,563
Jharkhand,,Masoor (Lentil),2010-2011,20.90,17.20,822
Madhya Pradesh,,Masoor (Lentil),2010-2011,590.50,177.90,301
Maharashtra,,Masoor (Lentil),2010-2011,4.00,2.00,500
Punjab,,Masoor (Lentil),2010-2011,1.10,0.70,636
Rajasthan,,Masoor (Lentil),2010-2011,44.10,38.40,872
Tripura,,Masoor (Lentil),2010-2011,0.40,0.20,516
Uttar Pradesh,,Masoor (Lentil),2010-2011,586.00,411.00,701
Uttarakhand,,Masoor (Lentil),2010-2011,12.20,9.00,740
West Bengal,,Masoor (Lentil),2010-2011,57.40,53.40,929
India,,Masoor (Lentil),2010-2011,1597.40,943.80,591
Assam,,Masoor (Lentil),2011-2012,23.00,11.50,502
Bihar,,Masoor (Lentil),2011-2012,168.50,171.60,1019
Chhattisgarh,,Masoor (Lentil),2011-2012,14.90,5.00,336
Haryana,,Masoor (Lentil),2011-2012,5.00,4.00,800
Himachal Pradesh,,Masoor (Lentil),2011-2012,0.60,0.50,825
Jammu & Kashmir,,Masoor (Lentil),2011-2012,0.50,0.30,613
Jharkhand,,Masoor (Lentil),2011-2012,48.70,40.90,840
Madhya Pradesh,,Masoor (Lentil),2011-2012,620.50,230.00,371
Maharashtra,,Masoor (Lentil),2011-2012,3.10,1.40,443
Punjab,,Masoor (Lentil),2011-2012,1.00,1.00,1000
Rajasthan,,Masoor (Lentil),2011-2012,31.90,35.90,1126
Tripura,,Masoor (Lentil),2011-2012,0.40,0.30,674
Uttar Pradesh,,Masoor (Lentil),2011-2012,573.00,505.00,881
Uttarakhand,,Masoor (Lentil),2011-2012,12.00,10.00,833
West Bengal,,Masoor (Lentil),2011-2012,59.30,41.20,695
India,,Masoor (Lentil),2011-2012,1562.40,1058.70,678
Assam,,Masoor (Lentil),2012-2013,28.90,17.00,586
Bihar,,Masoor (Lentil),2012-2013,159.70,183.20,1147
Chhattisgarh,,Masoor (Lentil),2012-2013,12.90,4.20,326
Haryana,,Masoor (Lentil),2012-2013,6.40,5.20,813
Himachal Pradesh,,Masoor (Lentil),2012-2013,0.70,0.40,657
Jammu & Kashmir,,Masoor (Lentil),2012-2013,0.40,0.30,642
Jharkhand,,Masoor (Lentil),2012-2013,40.80,45.70,1121
Madhya Pradesh,,Masoor (Lentil),2012-2013,570.50,333.40,584
Maharashtra,,Masoor (Lentil),2012-2013,3.50,1.40,400
Punjab,,Masoor (Lentil),2012-2013,0.70,0.50,714
Rajasthan,,Masoor (Lentil),2012-2013,27.60,30.40,1100
Tripura,,Masoor (Lentil),2012-2013,0.50,0.30,667
Uttar Pradesh,,Masoor (Lentil),2012-2013,495.00,441.00,891
Uttarakhand,,Masoor (Lentil),2012-2013,11.80,9.60,810
West Bengal,,Masoor (Lentil),2012-2013,64.00,61.50,960
India,,Masoor (Lentil),2012-2013,1423.40,1134.00,797
Assam,,Masoor (Lentil),2013-2014,30.00,22.40,747
Bihar,,Masoor (Lentil),2013-2014,154.09,196.06,1272
Chhattisgarh,,Masoor (Lentil),2013-2014,14.90,4.90,329
Haryana,,Masoor (Lentil),2013-2014,4.40,4.90,1114
Himachal Pradesh,,Masoor (Lentil),2013-2014,0.58,0.40,690
Jammu & Kashmir,,Masoor (Lentil),2013-2014,0.44,0.34,773
Jharkhand,,Masoor (Lentil),2013-2014,43.98,36.54,831
Madhya Pradesh,,Masoor (Lentil),2013-2014,530.10,338.30,638
Punjab,,Masoor (Lentil),2013-2014,1.00,0.60,600
Rajasthan,,Masoor (Lentil),2013-2014,34.28,29.16,851
Tripura,,Masoor (Lentil),2013-2014,1.86,1.28,688
Uttar Pradesh,,Masoor (Lentil),2013-2014,449.00,310.00,690
Uttarakhand,,Masoor (Lentil),2013-2014,11.11,9.85,887
West Bengal,,Masoor (Lentil),2013-2014,65.46,62.75,959
India,,Masoor (Lentil),2013-2014,1341.20,1017.48,759
Assam,,Masoor (Lentil),2014-2015,29.05,22.52,775
Bihar,,Masoor (Lentil),2014-2015,196.36,194.10,989
Chhattisgarh,,Masoor (Lentil),2014-2015,17.50,9.48,542
Haryana,,Masoor (Lentil),2014-2015,3.40,3.40,1000
Himachal Pradesh,,Masoor (Lentil),2014-2015,0.56,0.27,475
Jammu & Kashmir,,Masoor (Lentil),2014-2015,0.05,0.03,600
Jharkhand,,Masoor (Lentil),2014-2015,42.37,39.25,926
Madhya Pradesh,,Masoor (Lentil),2014-2015,613.69,416.01,678
Maharashtra,,Masoor (Lentil),2014-2015,3.19,1.13,355
Punjab,,Masoor (Lentil),2014-2015,0.80,0.50,625
Rajasthan,,Masoor (Lentil),2014-2015,42.92,39.44,919
Tripura,,Masoor (Lentil),2014-2015,2.49,1.74,699
Uttar Pradesh,,Masoor (Lentil),2014-2015,438.00,235.00,537
Uttarakhand,,Masoor (Lentil),2014-2015,12.40,8.75,706
West Bengal,,Masoor (Lentil),2014-2015,65.97,63.52,963
India,,Masoor (Lentil),2014-2015,1468.76,1035.14,705
Assam,,Masoor (Lentil),2015-2016,28.33,19.65,693
Bihar,,Masoor (Lentil),2015-2016,150.70,140.44,932
Chhattisgarh,,Masoor (Lentil),2015-2016,17.20,5.70,331
Haryana,,Masoor (Lentil),2015-2016,2.60,2.50,962
Himachal Pradesh,,Masoor (Lentil),2015-2016,0.80,0.21,263
Jammu & Kashmir,,Masoor (Lentil),2015-2016,0.00,0.03,-
Jharkhand,,Masoor (Lentil),2015-2016,15.14,11.63,768
Madhya Pradesh,,Masoor (Lentil),2015-2016,546.00,392.37,719
Rajasthan,,Masoor (Lentil),2015-2016,74.47,63.96,859
Uttar Pradesh,,Masoor (Lentil),2015-2016,335.00,238.00,710
Uttarakhand,,Masoor (Lentil),2015-2016,10.24,7.47,729
West Bengal,,Masoor (Lentil),2015-2016,95.47,94.00,985
India,,Masoor (Lentil),2015-2016,1275.94,975.95,765
Arunachal Pradesh,,Masoor (Lentil),2016-2017,0.40,0.20,500
Assam,,Masoor (Lentil),2016-2017,23.78,15.66,658
Bihar,,Masoor (Lentil),2016-2017,146.09,146.88,1005
Chhattisgarh,,Masoor (Lentil),2016-2017,18.70,7.00,374
Haryana,,Masoor (Lentil),2016-2017,4.40,4.50,1023
Himachal Pradesh,,Masoor (Lentil),2016-2017,0.58,0.36,619
Jammu & Kashmir,,Masoor (Lentil),2016-2017,0.06,0.03,500
Jharkhand,,Masoor (Lentil),2016-2017,62.10,53.66,864
Madhya Pradesh,,Masoor (Lentil),2016-2017,528.84,447.24,846
Manipur,,Masoor (Lentil),2016-2017,0.70,0.66,943
Nagaland,,Masoor (Lentil),2016-2017,2.08,1.70,817
Odisha,,Masoor (Lentil),2016-2017,11.23,5.88,524
Punjab,,Masoor (Lentil),2016-2017,0.70,0.40,571
Rajasthan,,Masoor (Lentil),2016-2017,75.68,75.88,1003
Tripura,,Masoor (Lentil),2016-2017,3.80,2.54,667
Uttar Pradesh,,Masoor (Lentil),2016-2017,489.00,372.28,761
Uttarakhand,,Masoor (Lentil),2016-2017,10.00,8.00,800
West Bengal,,Masoor (Lentil),2016-2017,83.00,81.00,976
India,,Masoor (Lentil),2016-2017,1461.14,1223.85,838
Arunachal Pradesh,,Masoor (Lentil),2017-2018,0.44,0.25,575
Assam,,Masoor (Lentil),2017-2018,28.19,21.03,746
Bihar,,Masoor (Lentil),2017-2018,138.16,147.56,1068
Chhattisgarh,,Masoor (Lentil),2017-2018,13.04,4.59,352
Haryana,,Masoor (Lentil),2017-2018,1.50,0.87,579
Himachal Pradesh,,Masoor (Lentil),2017-2018,0.44,0.39,875
Jammu & Kashmir,,Masoor (Lentil),2017-2018,0.21,0.12,571
Jharkhand,,Masoor (Lentil),2017-2018,69.44,62.50,900
Madhya Pradesh,,Masoor (Lentil),2017-2018,596.00,679.00,1139
Manipur,,Masoor (Lentil),2017-2018,0.72,0.67,927
Meghalaya,,Masoor (Lentil),2017-2018,1.26,1.39,1106
Nagaland,,Masoor (Lentil),2017-2018,2.14,1.76,822
Odisha,,Masoor (Lentil),2017-2018,10.64,5.62,528
Punjab,,Masoor (Lentil),2017-2018,0.80,0.45,565
Rajasthan,,Masoor (Lentil),2017-2018,31.35,33.67,1074
Tripura,,Masoor (Lentil),2017-2018,2.89,2.07,716
Uttar Pradesh,,Masoor (Lentil),2017-2018,484.00,498.04,1029
Uttarakhand,,Masoor (Lentil),2017-2018,10.00,6.96,696
West Bengal,,Masoor (Lentil),2017-2018,158.00,154.90,980
India,,Masoor (Lentil),2017-2018,1549.21,1621.81,1047
Arunachal Pradesh,Rabi,Masoor (Lentil),2018-2019,0.45,0.35,777
Assam,Rabi,Masoor (Lentil),2018-2019,26.73,19.57,732
Bihar,Rabi,Masoor (Lentil),2018-2019,147.91,148.06,1001
Chhattisgarh,Rabi,Masoor (Lentil),2018-2019,13.66,4.97,364
Haryana,Rabi,Masoor (Lentil),2018-2019,1.10,0.79,722
Himachal Pradesh,Rabi,Masoor (Lentil),2018-2019,0.48,0.43,880
Jharkhand,Rabi,Masoor (Lentil),2018-2019,57.26,50.10,875
Madhya Pradesh,Rabi,Masoor (Lentil),2018-2019,421.00,329.64,783
Manipur,Rabi,Masoor (Lentil),2018-2019,0.76,0.70,923
Meghalaya,Rabi,Masoor (Lentil),2018-2019,1.26,1.39,1107
Nagaland,Rabi,Masoor (Lentil),2018-2019,2.18,1.79,821
Odisha,Rabi,Masoor (Lentil),2018-2019,9.73,5.14,528
Punjab,Rabi,Masoor (Lentil),2018-2019,0.70,0.48,681
Rajasthan,Rabi,Masoor (Lentil),2018-2019,19.77,23.01,1164
Tripura,Rabi,Masoor (Lentil),2018-2019,2.52,1.88,746
Uttarakhand,Rabi,Masoor (Lentil),2018-2019,11.00,9.70,882
Uttar Pradesh,Rabi,Masoor (Lentil),2018-2019,476.00,488.38,1026
West Bengal,Rabi,Masoor (Lentil),2018-2019,170.20,141.44,831
India,Rabi,Masoor (Lentil),2018-2019,1362.72,1227.82,901
Arunachal Pradesh,Rabi,Masoor (Lentil),2019-2020,0.45,0.36,784
Assam,Rabi,Masoor (Lentil),2019-2020,24.12,18.43,764
Bihar,Rabi,Masoor (Lentil),2019-2020,143.05,90.12,630
Chhattisgarh,Rabi,Masoor (Lentil),2019-2020,13.81,4.46,323
Haryana,Rabi,Masoor (Lentil),2019-2020,0.80,0.90,1125
Himachal Pradesh,Rabi,Masoor (Lentil),2019-2020,0.49,0.46,930
Jammu & Kashmir,Rabi,Masoor (Lentil),2019-2020,0.38,0.27,717
Jharkhand,Rabi,Masoor (Lentil),2019-2020,62.32,52.91,849
Madhya Pradesh,Rabi,Masoor (Lentil),2019-2020,379.00,294.48,777
Manipur,Rabi,Masoor (Lentil),2019-2020,0.66,0.61,923
Nagaland,Rabi,Masoor (Lentil),2019-2020,2.21,1.82,824
Odisha,Rabi,Masoor (Lentil),2019-2020,9.34,4.94,529
Punjab,Rabi,Masoor (Lentil),2019-2020,0.80,0.43,543
Rajasthan,Rabi,Masoor (Lentil),2019-2020,17.02,23.40,1375
Tripura,Rabi,Masoor (Lentil),2019-2020,2.21,1.66,748
Uttarakhand,Rabi,Masoor (Lentil),2019-2020,11.00,11.15,1014
Uttar Pradesh,Rabi,Masoor (Lentil),2019-2020,463.00,452.81,978
West Bengal,Rabi,Masoor (Lentil),2019-2020,172.03,143.81,836
India,Rabi,Masoor (Lentil),2019-2020,1302.69,1103.03,847
Arunachal Pradesh,Rabi,Masoor (Lentil),2020-2021,0.45,0.36,793
Assam,Rabi,Masoor (Lentil),2020-2021,23.27,16.96,729
Bihar,Rabi,Masoor (Lentil),2020-2021,136.53,124.52,912
Chhattisgarh,Rabi,Masoor (Lentil),2020-2021,14.41,5.82,404
Haryana,Rabi,Masoor (Lentil),2020-2021,1.15,0.91,795
Himachal Pradesh,Rabi,Masoor (Lentil),2020-2021,0.30,0.20,657
Jammu & Kashmir,Rabi,Masoor (Lentil),2020-2021,0.40,0.29,713
Jharkhand,Rabi,Masoor (Lentil),2020-2021,72.44,63.75,880
Madhya Pradesh,Rabi,Masoor (Lentil),2020-2021,542.00,615.17,1135
Manipur,Rabi,Masoor (Lentil),2020-2021,0.81,0.75,923
Nagaland,Rabi,Masoor (Lentil),2020-2021,2.21,1.82,824
Odisha,Rabi,Masoor (Lentil),2020-2021,9.05,4.76,526
Punjab,Rabi,Masoor (Lentil),2020-2021,0.60,0.36,598
Rajasthan,Rabi,Masoor (Lentil),2020-2021,20.14,26.82,1332
Tripura,Rabi,Masoor (Lentil),2020-2021,1.56,1.14,728
Uttarakhand,Rabi,Masoor (Lentil),2020-2021,12.00,9.01,751
Uttar Pradesh,Rabi,Masoor (Lentil),2020-2021,472.00,478.61,1014
West Bengal,Rabi,Masoor (Lentil),2020-2021,158.98,142.61,897
India,Rabi,Masoor (Lentil),2020-2021,1468.31,1493.85,1017
Arunachal Pradesh,Rabi,Masoor (Lentil),2021-2022,0.46,0.37,795
Assam,Rabi,Masoor (Lentil),2021-2022,23.46,18.49,788
Bihar,Rabi,Masoor (Lentil),2021-2022,133.15,124.23,933
Chhattisgarh,Rabi,Masoor (Lentil),2021-2022,12.82,5.14,401
Haryana,Rabi,Masoor (Lentil),2021-2022,0.51,0.49,965
Himachal Pradesh,Rabi,Masoor (Lentil),2021-2022,0.29,0.42,1463
Jammu & Kashmir,Rabi,Masoor (Lentil),2021-2022,0.25,0.14,586
Jharkhand,Rabi,Masoor (Lentil),2021-2022,65.46,57.60,880
Madhya Pradesh,Rabi,Masoor (Lentil),2021-2022,492.00,442.31,899
Manipur,Rabi,Masoor (Lentil),2021-2022,0.95,0.91,963
Nagaland,Rabi,Masoor (Lentil),2021-2022,0.15,0.13,855
Odisha,Rabi,Masoor (Lentil),2021-2022,11.64,6.15,528
Punjab,Rabi,Masoor (Lentil),2021-2022,0.50,0.28,553
Rajasthan,Rabi,Masoor (Lentil),2021-2022,16.73,22.18,1326
Tripura,Rabi,Masoor (Lentil),2021-2022,0.73,0.56,766
Uttarakhand,Rabi,Masoor (Lentil),2021-2022,9.00,7.88,875
Uttar Pradesh,Rabi,Masoor (Lentil),2021-2022,494.00,466.34,944
West Bengal,Rabi,Masoor (Lentil),2021-2022,149.82,115.21,769
India,Rabi,Masoor (Lentil),2021-2022,1411.92,1268.83,899
