States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Himachal Pradesh,Total,Kulthi (Horse Gram),1987-1988,7.00,1.00,77
Jammu & Kashmir,Total,Kulthi (Horse Gram),1987-1988,3.00,-,-
Karnataka,Total,Kulthi (Horse Gram),1987-1988,513.00,203.00,396
Kerala,Total,Kulthi (Horse Gram),1987-1988,16.00,12.00,735
Madhya Pradesh,Total,Kulthi (Horse Gram),1987-1988,169.00,39.00,231
Maharashtra,Total,Kulthi (Horse Gram),1987-1988,288.00,70.00,245
Odisha,Total,Kulthi (Horse Gram),1987-1988,431.00,208.00,482
Tamil Nadu,Total,Kulthi (Horse Gram),1987-1988,163.00,72.00,438
West Bengal,Total,Kulthi (Horse Gram),1987-1988,9.00,5.00,517
India,Total,Kulthi (Horse Gram),1987-1988,1870.00,692.00,370
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1988-1989,59.00,12.00,204
Bihar,Kharif,Kulthi (Horse Gram),1988-1989,76.00,34.00,448
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1988-1989,6.00,1.00,83
Karnataka,Kharif,Kulthi (Horse Gram),1988-1989,282.00,63.00,222
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1988-1989,151.00,44.00,291
Maharashtra,Kharif,Kulthi (Horse Gram),1988-1989,202.00,69.00,341
Tamil Nadu,Kharif,Kulthi (Horse Gram),1988-1989,121.00,54.00,447
India,Kharif,Kulthi (Horse Gram),1988-1989,898.00,276.00,308
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1988-1989,96.00,23.00,242
Karnataka,Rabi,Kulthi (Horse Gram),1988-1989,113.00,30.00,262
Kerala,Rabi,Kulthi (Horse Gram),1988-1989,15.00,11.00,745
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1988-1989,8.00,2.00,265
Maharashtra,Rabi,Kulthi (Horse Gram),1988-1989,17.00,7.00,400
Odisha,Rabi,Kulthi (Horse Gram),1988-1989,394.00,205.00,521
India,Rabi,Kulthi (Horse Gram),1988-1989,644.00,278.00,432
Andhra Pradesh,Total,Kulthi (Horse Gram),1988-1989,155.00,35.00,228
Bihar,Total,Kulthi (Horse Gram),1988-1989,76.00,34.00,448
Himachal Pradesh,Total,Kulthi (Horse Gram),1988-1989,6.00,1.00,83
Karnataka,Total,Kulthi (Horse Gram),1988-1989,396.00,92.00,233
Kerala,Total,Kulthi (Horse Gram),1988-1989,15.00,11.00,745
Madhya Pradesh,Total,Kulthi (Horse Gram),1988-1989,160.00,46.00,290
Maharashtra,Total,Kulthi (Horse Gram),1988-1989,219.00,76.00,345
Odisha,Total,Kulthi (Horse Gram),1988-1989,394.00,205.00,521
Tamil Nadu,Total,Kulthi (Horse Gram),1988-1989,121.00,54.00,447
India,Total,Kulthi (Horse Gram),1988-1989,1542.00,555.00,360
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1989-1990,41.00,16.00,384
Bihar,Kharif,Kulthi (Horse Gram),1989-1990,74.00,34.00,458
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1989-1990,4.00,1.00,200
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1989-1990,3.00,1.00,320
Karnataka,Kharif,Kulthi (Horse Gram),1989-1990,278.00,97.00,350
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1989-1990,153.00,44.00,286
Maharashtra,Kharif,Kulthi (Horse Gram),1989-1990,247.00,93.00,375
Odisha,Kharif,Kulthi (Horse Gram),1989-1990,9.00,6.00,606
Tamil Nadu,Kharif,Kulthi (Horse Gram),1989-1990,134.00,61.00,452
India,Kharif,Kulthi (Horse Gram),1989-1990,943.00,351.00,373
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1989-1990,95.00,26.00,270
Karnataka,Rabi,Kulthi (Horse Gram),1989-1990,136.00,43.00,318
Kerala,Rabi,Kulthi (Horse Gram),1989-1990,15.00,11.00,767
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1989-1990,8.00,2.00,284
Maharashtra,Rabi,Kulthi (Horse Gram),1989-1990,16.00,7.00,430
Odisha,Rabi,Kulthi (Horse Gram),1989-1990,381.00,203.00,531
West Bengal,Rabi,Kulthi (Horse Gram),1989-1990,9.00,4.00,488
India,Rabi,Kulthi (Horse Gram),1989-1990,659.00,296.00,449
Andhra Pradesh,Total,Kulthi (Horse Gram),1989-1990,136.00,41.00,305
Bihar,Total,Kulthi (Horse Gram),1989-1990,74.00,34.00,458
Himachal Pradesh,Total,Kulthi (Horse Gram),1989-1990,4.00,1.00,200
Jammu & Kashmir,Total,Kulthi (Horse Gram),1989-1990,3.00,1.00,320
Karnataka,Total,Kulthi (Horse Gram),1989-1990,413.00,141.00,340
Kerala,Total,Kulthi (Horse Gram),1989-1990,15.00,11.00,767
Madhya Pradesh,Total,Kulthi (Horse Gram),1989-1990,161.00,46.00,286
Maharashtra,Total,Kulthi (Horse Gram),1989-1990,263.00,99.00,378
Odisha,Total,Kulthi (Horse Gram),1989-1990,391.00,208.00,533
Tamil Nadu,Total,Kulthi (Horse Gram),1989-1990,134.00,61.00,452
West Bengal,Total,Kulthi (Horse Gram),1989-1990,9.00,4.00,488
India,Total,Kulthi (Horse Gram),1989-1990,1602.00,647.00,404
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1990-1991,40.00,17.00,420
Bihar,Kharif,Kulthi (Horse Gram),1990-1991,72.00,39.00,537
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1990-1991,5.00,1.00,220
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1990-1991,3.00,1.00,320
Karnataka,Kharif,Kulthi (Horse Gram),1990-1991,242.00,91.00,374
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1990-1991,152.00,45.00,296
Maharashtra,Kharif,Kulthi (Horse Gram),1990-1991,174.00,62.00,356
Odisha,Kharif,Kulthi (Horse Gram),1990-1991,9.00,5.00,584
Tamil Nadu,Kharif,Kulthi (Horse Gram),1990-1991,123.00,51.00,412
India,Kharif,Kulthi (Horse Gram),1990-1991,819.00,311.00,379
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1990-1991,90.00,34.00,378
Karnataka,Rabi,Kulthi (Horse Gram),1990-1991,111.00,29.00,261
Kerala,Rabi,Kulthi (Horse Gram),1990-1991,15.00,11.00,747
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1990-1991,8.00,2.00,289
Maharashtra,Rabi,Kulthi (Horse Gram),1990-1991,14.00,5.00,391
Odisha,Rabi,Kulthi (Horse Gram),1990-1991,397.00,193.00,486
West Bengal,Rabi,Kulthi (Horse Gram),1990-1991,9.00,4.00,462
India,Rabi,Kulthi (Horse Gram),1990-1991,644.00,279.00,433
Andhra Pradesh,Total,Kulthi (Horse Gram),1990-1991,130.00,51.00,391
Bihar,Total,Kulthi (Horse Gram),1990-1991,72.00,39.00,537
Himachal Pradesh,Total,Kulthi (Horse Gram),1990-1991,5.00,1.00,220
Jammu & Kashmir,Total,Kulthi (Horse Gram),1990-1991,3.00,1.00,320
Karnataka,Total,Kulthi (Horse Gram),1990-1991,353.00,120.00,339
Kerala,Total,Kulthi (Horse Gram),1990-1991,15.00,11.00,747
Madhya Pradesh,Total,Kulthi (Horse Gram),1990-1991,160.00,47.00,296
Maharashtra,Total,Kulthi (Horse Gram),1990-1991,188.00,68.00,359
Odisha,Total,Kulthi (Horse Gram),1990-1991,406.00,198.00,488
Tamil Nadu,Total,Kulthi (Horse Gram),1990-1991,123.00,51.00,412
West Bengal,Total,Kulthi (Horse Gram),1990-1991,9.00,4.00,462
India,Total,Kulthi (Horse Gram),1990-1991,1463.00,590.00,403
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1991-1992,33.00,16.00,502
Bihar,Kharif,Kulthi (Horse Gram),1991-1992,63.00,32.00,515
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1991-1992,3.00,1.00,324
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1991-1992,3.00,1.00,296
Karnataka,Kharif,Kulthi (Horse Gram),1991-1992,224.00,108.00,480
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1991-1992,150.00,38.00,253
Maharashtra,Kharif,Kulthi (Horse Gram),1991-1992,177.00,35.00,196
Odisha,Kharif,Kulthi (Horse Gram),1991-1992,11.00,6.00,518
Tamil Nadu,Kharif,Kulthi (Horse Gram),1991-1992,120.00,48.00,396
India,Kharif,Kulthi (Horse Gram),1991-1992,785.00,284.00,363
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1991-1992,98.00,37.00,381
Karnataka,Rabi,Kulthi (Horse Gram),1991-1992,141.00,62.00,438
Kerala,Rabi,Kulthi (Horse Gram),1991-1992,15.00,11.00,730
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1991-1992,7.00,2.00,297
Maharashtra,Rabi,Kulthi (Horse Gram),1991-1992,11.00,3.00,241
Odisha,Rabi,Kulthi (Horse Gram),1991-1992,399.00,197.00,495
West Bengal,Rabi,Kulthi (Horse Gram),1991-1992,9.00,4.00,483
India,Rabi,Kulthi (Horse Gram),1991-1992,680.00,361.00,465
Andhra Pradesh,Total,Kulthi (Horse Gram),1991-1992,131.00,54.00,411
Bihar,Total,Kulthi (Horse Gram),1991-1992,63.00,32.00,515
Himachal Pradesh,Total,Kulthi (Horse Gram),1991-1992,3.00,1.00,324
Jammu & Kashmir,Total,Kulthi (Horse Gram),1991-1992,3.00,1.00,296
Karnataka,Total,Kulthi (Horse Gram),1991-1992,365.00,170.00,464
Kerala,Total,Kulthi (Horse Gram),1991-1992,15.00,11.00,730
Madhya Pradesh,Total,Kulthi (Horse Gram),1991-1992,157.00,40.00,255
Maharashtra,Total,Kulthi (Horse Gram),1991-1992,188.00,37.00,199
Odisha,Total,Kulthi (Horse Gram),1991-1992,410.00,203.00,495
Tamil Nadu,Total,Kulthi (Horse Gram),1991-1992,120.00,48.00,396
West Bengal,Total,Kulthi (Horse Gram),1991-1992,9.00,4.00,483
India,Total,Kulthi (Horse Gram),1991-1992,1465.00,646.00,441
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1992-1993,28.00,12.00,417
Bihar,Kharif,Kulthi (Horse Gram),1992-1993,62.00,27.00,436
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1992-1993,3.00,1.00,353
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1992-1993,2.00,1.00,278
Karnataka,Kharif,Kulthi (Horse Gram),1992-1993,231.00,115.00,498
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1992-1993,140.00,40.00,286
Maharashtra,Kharif,Kulthi (Horse Gram),1992-1993,226.00,82.00,361
Odisha,Kharif,Kulthi (Horse Gram),1992-1993,111.00,31.00,279
Tamil Nadu,Kharif,Kulthi (Horse Gram),1992-1993,121.00,56.00,464
India,Kharif,Kulthi (Horse Gram),1992-1993,923.00,364.00,394
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1992-1993,105.00,40.00,376
Karnataka,Rabi,Kulthi (Horse Gram),1992-1993,160.00,67.00,415
Kerala,Rabi,Kulthi (Horse Gram),1992-1993,14.00,14.00,978
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1992-1993,7.00,2.00,303
Maharashtra,Rabi,Kulthi (Horse Gram),1992-1993,18.00,5.00,267
West Bengal,Rabi,Kulthi (Horse Gram),1992-1993,8.00,4.00,500
India,Rabi,Kulthi (Horse Gram),1992-1993,312.00,130.00,417
Andhra Pradesh,Total,Kulthi (Horse Gram),1992-1993,133.00,51.00,384
Bihar,Total,Kulthi (Horse Gram),1992-1993,62.00,27.00,436
Himachal Pradesh,Total,Kulthi (Horse Gram),1992-1993,3.00,1.00,353
Jammu & Kashmir,Total,Kulthi (Horse Gram),1992-1993,2.00,1.00,278
Karnataka,Total,Kulthi (Horse Gram),1992-1993,391.00,182.00,464
Kerala,Total,Kulthi (Horse Gram),1992-1993,14.00,14.00,978
Madhya Pradesh,Total,Kulthi (Horse Gram),1992-1993,147.00,42.00,287
Maharashtra,Total,Kulthi (Horse Gram),1992-1993,243.00,86.00,355
Odisha,Total,Kulthi (Horse Gram),1992-1993,111.00,31.00,279
Tamil Nadu,Total,Kulthi (Horse Gram),1992-1993,121.00,56.00,464
India,Total,Kulthi (Horse Gram),1992-1993,1235.00,494.00,400
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1993-1994,29.00,10.00,332
Bihar,Kharif,Kulthi (Horse Gram),1993-1994,11.00,4.00,381
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1993-1994,3.00,1.00,265
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1993-1994,2.00,1.00,304
Karnataka,Kharif,Kulthi (Horse Gram),1993-1994,218.00,108.00,497
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1993-1994,142.00,43.00,302
Maharashtra,Kharif,Kulthi (Horse Gram),1993-1994,170.00,74.00,434
Odisha,Kharif,Kulthi (Horse Gram),1993-1994,7.00,3.00,426
India,Kharif,Kulthi (Horse Gram),1993-1994,582.00,243.00,418
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1993-1994,110.00,30.00,272
Karnataka,Rabi,Kulthi (Horse Gram),1993-1994,172.00,64.00,372
Kerala,Rabi,Kulthi (Horse Gram),1993-1994,15.00,13.00,871
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1993-1994,6.00,2.00,317
Maharashtra,Rabi,Kulthi (Horse Gram),1993-1994,17.00,7.00,428
Odisha,Rabi,Kulthi (Horse Gram),1993-1994,1.00,0.00,286
Tamil Nadu,Rabi,Kulthi (Horse Gram),1993-1994,128.00,63.00,497
West Bengal,Rabi,Kulthi (Horse Gram),1993-1994,7.00,4.00,514
India,Rabi,Kulthi (Horse Gram),1993-1994,456.00,183.00,402
Andhra Pradesh,Total,Kulthi (Horse Gram),1993-1994,139.00,40.00,285
Bihar,Total,Kulthi (Horse Gram),1993-1994,11.00,4.00,381
Himachal Pradesh,Total,Kulthi (Horse Gram),1993-1994,3.00,1.00,265
Jammu & Kashmir,Total,Kulthi (Horse Gram),1993-1994,2.00,1.00,304
Karnataka,Total,Kulthi (Horse Gram),1993-1994,390.00,172.00,442
Madhya Pradesh,Total,Kulthi (Horse Gram),1993-1994,149.00,45.00,303
Maharashtra,Total,Kulthi (Horse Gram),1993-1994,187.00,81.00,434
Odisha,Total,Kulthi (Horse Gram),1993-1994,8.00,3.00,413
Tamil Nadu,Total,Kulthi (Horse Gram),1993-1994,128.00,63.00,497
West Bengal,Total,Kulthi (Horse Gram),1993-1994,7.00,4.00,514
India,Total,Kulthi (Horse Gram),1993-1994,1038.00,427.00,411
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1994-1995,22.00,6.00,256
Bihar,Kharif,Kulthi (Horse Gram),1994-1995,58.00,27.00,466
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1994-1995,3.00,1.00,324
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1994-1995,3.00,1.00,280
Karnataka,Kharif,Kulthi (Horse Gram),1994-1995,179.00,89.00,498
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1994-1995,139.00,42.00,301
Maharashtra,Kharif,Kulthi (Horse Gram),1994-1995,163.00,54.00,331
Odisha,Kharif,Kulthi (Horse Gram),1994-1995,120.00,42.00,352
Tamil Nadu,Kharif,Kulthi (Horse Gram),1994-1995,65.00,30.00,464
India,Kharif,Kulthi (Horse Gram),1994-1995,753.00,292.00,388
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1994-1995,111.00,39.00,348
Karnataka,Rabi,Kulthi (Horse Gram),1994-1995,224.00,60.00,268
Kerala,Rabi,Kulthi (Horse Gram),1994-1995,13.00,13.00,962
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1994-1995,7.00,2.00,314
Maharashtra,Rabi,Kulthi (Horse Gram),1994-1995,13.00,5.00,386
Tamil Nadu,Rabi,Kulthi (Horse Gram),1994-1995,63.00,29.00,463
West Bengal,Rabi,Kulthi (Horse Gram),1994-1995,8.00,4.00,506
India,Rabi,Kulthi (Horse Gram),1994-1995,438.00,152.00,346
Andhra Pradesh,Total,Kulthi (Horse Gram),1994-1995,133.00,44.00,333
Bihar,Total,Kulthi (Horse Gram),1994-1995,58.00,27.00,466
Himachal Pradesh,Total,Kulthi (Horse Gram),1994-1995,3.00,1.00,324
Jammu & Kashmir,Total,Kulthi (Horse Gram),1994-1995,3.00,1.00,280
Karnataka,Total,Kulthi (Horse Gram),1994-1995,403.00,149.00,370
Kerala,Total,Kulthi (Horse Gram),1994-1995,13.00,13.00,962
Madhya Pradesh,Total,Kulthi (Horse Gram),1994-1995,146.00,44.00,302
Maharashtra,Total,Kulthi (Horse Gram),1994-1995,176.00,59.00,335
Odisha,Total,Kulthi (Horse Gram),1994-1995,121.00,43.00,352
Tamil Nadu,Total,Kulthi (Horse Gram),1994-1995,128.00,59.00,464
West Bengal,Total,Kulthi (Horse Gram),1994-1995,8.00,4.00,500
India,Total,Kulthi (Horse Gram),1994-1995,1192.00,444.00,373
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1995-1996,22.00,8.00,372
Bihar,Kharif,Kulthi (Horse Gram),1995-1996,62.00,28.00,455
Gujarat,Kharif,Kulthi (Horse Gram),1995-1996,54.00,8.00,147
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1995-1996,3.00,1.00,300
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1995-1996,3.00,1.00,308
Karnataka,Kharif,Kulthi (Horse Gram),1995-1996,187.00,96.00,512
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1995-1996,133.00,40.00,303
Maharashtra,Kharif,Kulthi (Horse Gram),1995-1996,127.00,43.00,338
Odisha,Kharif,Kulthi (Horse Gram),1995-1996,108.00,39.00,358
Tamil Nadu,Kharif,Kulthi (Horse Gram),1995-1996,56.00,18.00,319
India,Kharif,Kulthi (Horse Gram),1995-1996,753.00,281.00,373
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1995-1996,105.00,36.00,347
Karnataka,Rabi,Kulthi (Horse Gram),1995-1996,127.00,45.00,356
Kerala,Rabi,Kulthi (Horse Gram),1995-1996,14.00,11.00,768
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1995-1996,7.00,2.00,323
Maharashtra,Rabi,Kulthi (Horse Gram),1995-1996,12.00,7.00,546
Tamil Nadu,Rabi,Kulthi (Horse Gram),1995-1996,35.00,11.00,318
West Bengal,Rabi,Kulthi (Horse Gram),1995-1996,6.00,3.00,483
India,Rabi,Kulthi (Horse Gram),1995-1996,305.00,115.00,377
Andhra Pradesh,Total,Kulthi (Horse Gram),1995-1996,126.00,44.00,351
Bihar,Total,Kulthi (Horse Gram),1995-1996,62.00,28.00,455
Gujarat,Total,Kulthi (Horse Gram),1995-1996,54.00,8.00,147
Himachal Pradesh,Total,Kulthi (Horse Gram),1995-1996,3.00,1.00,300
Jammu & Kashmir,Total,Kulthi (Horse Gram),1995-1996,3.00,1.00,308
Karnataka,Total,Kulthi (Horse Gram),1995-1996,314.00,141.00,449
Kerala,Total,Kulthi (Horse Gram),1995-1996,14.00,11.00,768
Madhya Pradesh,Total,Kulthi (Horse Gram),1995-1996,139.00,42.00,304
Maharashtra,Total,Kulthi (Horse Gram),1995-1996,139.00,49.00,355
Odisha,Total,Kulthi (Horse Gram),1995-1996,108.00,39.00,358
Tamil Nadu,Total,Kulthi (Horse Gram),1995-1996,91.00,29.00,319
West Bengal,Total,Kulthi (Horse Gram),1995-1996,6.00,3.00,483
India,Total,Kulthi (Horse Gram),1995-1996,1059.00,396.00,374
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1996-1997,21.00,8.00,381
Bihar,Kharif,Kulthi (Horse Gram),1996-1997,60.00,32.00,538
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1996-1997,3.00,1.00,321
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1996-1997,3.00,1.00,310
Karnataka,Kharif,Kulthi (Horse Gram),1996-1997,190.00,98.00,513
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1996-1997,130.00,39.00,302
Maharashtra,Kharif,Kulthi (Horse Gram),1996-1997,112.00,39.00,346
Odisha,Kharif,Kulthi (Horse Gram),1996-1997,102.00,22.00,214
Tamil Nadu,Kharif,Kulthi (Horse Gram),1996-1997,39.00,15.00,386
India,Kharif,Kulthi (Horse Gram),1996-1997,658.00,254.00,386
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1996-1997,100.00,40.00,400
Karnataka,Rabi,Kulthi (Horse Gram),1996-1997,131.00,53.00,407
Kerala,Rabi,Kulthi (Horse Gram),1996-1997,14.00,11.00,755
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1996-1997,6.00,2.00,327
Maharashtra,Rabi,Kulthi (Horse Gram),1996-1997,12.00,7.00,562
Odisha,Rabi,Kulthi (Horse Gram),1996-1997,1.00,-,-
Tamil Nadu,Rabi,Kulthi (Horse Gram),1996-1997,38.00,15.00,388
West Bengal,Rabi,Kulthi (Horse Gram),1996-1997,5.00,3.00,472
India,Rabi,Kulthi (Horse Gram),1996-1997,307.00,130.00,424
Andhra Pradesh,Total,Kulthi (Horse Gram),1996-1997,121.00,48.00,397
Bihar,Total,Kulthi (Horse Gram),1996-1997,60.00,32.00,538
Himachal Pradesh,Total,Kulthi (Horse Gram),1996-1997,3.00,1.00,321
Jammu & Kashmir,Total,Kulthi (Horse Gram),1996-1997,3.00,1.00,310
Karnataka,Total,Kulthi (Horse Gram),1996-1997,321.00,151.00,470
Kerala,Total,Kulthi (Horse Gram),1996-1997,14.00,11.00,755
Madhya Pradesh,Total,Kulthi (Horse Gram),1996-1997,135.00,41.00,303
Maharashtra,Total,Kulthi (Horse Gram),1996-1997,124.00,45.00,367
Odisha,Total,Kulthi (Horse Gram),1996-1997,102.00,22.00,213
Tamil Nadu,Total,Kulthi (Horse Gram),1996-1997,78.00,30.00,387
West Bengal,Total,Kulthi (Horse Gram),1996-1997,5.00,3.00,472
India,Total,Kulthi (Horse Gram),1996-1997,965.00,384.00,398
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1997-1998,20.00,7.00,350
Bihar,Kharif,Kulthi (Horse Gram),1997-1998,60.00,35.00,584
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1997-1998,2.00,1.00,333
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1997-1998,3.00,1.00,320
Karnataka,Kharif,Kulthi (Horse Gram),1997-1998,179.00,80.00,448
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1997-1998,123.00,35.00,287
Maharashtra,Kharif,Kulthi (Horse Gram),1997-1998,103.00,32.00,307
Odisha,Kharif,Kulthi (Horse Gram),1997-1998,115.00,33.00,286
Tamil Nadu,Kharif,Kulthi (Horse Gram),1997-1998,36.00,18.00,508
India,Kharif,Kulthi (Horse Gram),1997-1998,641.00,242.00,378
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1997-1998,90.00,37.00,413
Karnataka,Rabi,Kulthi (Horse Gram),1997-1998,163.00,43.00,261
Kerala,Rabi,Kulthi (Horse Gram),1997-1998,14.00,12.00,839
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1997-1998,5.00,1.00,208
Maharashtra,Rabi,Kulthi (Horse Gram),1997-1998,9.00,3.00,391
Odisha,Rabi,Kulthi (Horse Gram),1997-1998,1.00,-,-
Tamil Nadu,Rabi,Kulthi (Horse Gram),1997-1998,48.00,25.00,508
West Bengal,Rabi,Kulthi (Horse Gram),1997-1998,6.00,3.00,464
India,Rabi,Kulthi (Horse Gram),1997-1998,336.00,124.00,368
Andhra Pradesh,Total,Kulthi (Horse Gram),1997-1998,110.00,44.00,402
Bihar,Total,Kulthi (Horse Gram),1997-1998,60.00,35.00,584
Himachal Pradesh,Total,Kulthi (Horse Gram),1997-1998,2.00,1.00,333
Jammu & Kashmir,Total,Kulthi (Horse Gram),1997-1998,3.00,1.00,320
Karnataka,Total,Kulthi (Horse Gram),1997-1998,342.00,123.00,359
Kerala,Total,Kulthi (Horse Gram),1997-1998,14.00,12.00,839
Madhya Pradesh,Total,Kulthi (Horse Gram),1997-1998,128.00,36.00,284
Maharashtra,Total,Kulthi (Horse Gram),1997-1998,112.00,35.00,313
Odisha,Total,Kulthi (Horse Gram),1997-1998,115.00,33.00,284
Tamil Nadu,Total,Kulthi (Horse Gram),1997-1998,84.00,43.00,508
West Bengal,Total,Kulthi (Horse Gram),1997-1998,6.00,3.00,464
India,Total,Kulthi (Horse Gram),1997-1998,977.00,366.00,374
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1998-1999,19.00,8.00,421
Bihar,Kharif,Kulthi (Horse Gram),1998-1999,57.00,36.00,627
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1998-1999,2.00,1.00,333
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1998-1999,2.00,1.00,304
Karnataka,Kharif,Kulthi (Horse Gram),1998-1999,190.00,91.00,479
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1998-1999,119.00,33.00,275
Maharashtra,Kharif,Kulthi (Horse Gram),1998-1999,94.00,40.00,428
Odisha,Kharif,Kulthi (Horse Gram),1998-1999,96.00,24.00,247
Tamil Nadu,Kharif,Kulthi (Horse Gram),1998-1999,38.00,19.00,507
India,Kharif,Kulthi (Horse Gram),1998-1999,618.00,252.00,408
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1998-1999,92.00,28.00,304
Karnataka,Rabi,Kulthi (Horse Gram),1998-1999,135.00,62.00,461
Kerala,Rabi,Kulthi (Horse Gram),1998-1999,11.00,9.00,853
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1998-1999,5.00,1.00,260
Maharashtra,Rabi,Kulthi (Horse Gram),1998-1999,10.00,4.00,392
Odisha,Rabi,Kulthi (Horse Gram),1998-1999,1.00,-,-
Tamil Nadu,Rabi,Kulthi (Horse Gram),1998-1999,46.00,23.00,505
West Bengal,Rabi,Kulthi (Horse Gram),1998-1999,5.00,2.00,400
India,Rabi,Kulthi (Horse Gram),1998-1999,304.00,130.00,427
Andhra Pradesh,Total,Kulthi (Horse Gram),1998-1999,111.00,36.00,324
Bihar,Total,Kulthi (Horse Gram),1998-1999,57.00,36.00,627
Himachal Pradesh,Total,Kulthi (Horse Gram),1998-1999,2.00,1.00,333
Jammu & Kashmir,Total,Kulthi (Horse Gram),1998-1999,2.00,1.00,304
Karnataka,Total,Kulthi (Horse Gram),1998-1999,324.00,153.00,471
Kerala,Total,Kulthi (Horse Gram),1998-1999,11.00,9.00,853
Madhya Pradesh,Total,Kulthi (Horse Gram),1998-1999,124.00,34.00,275
Maharashtra,Total,Kulthi (Horse Gram),1998-1999,104.00,44.00,424
Odisha,Total,Kulthi (Horse Gram),1998-1999,97.00,24.00,246
Tamil Nadu,Total,Kulthi (Horse Gram),1998-1999,84.00,43.00,506
West Bengal,Total,Kulthi (Horse Gram),1998-1999,5.00,2.00,400
India,Total,Kulthi (Horse Gram),1998-1999,922.00,382.00,414
Andhra Pradesh,Kharif,Kulthi (Horse Gram),1999-2000,18.00,6.00,341
Bihar,Kharif,Kulthi (Horse Gram),1999-2000,54.00,43.00,810
Himachal Pradesh,Kharif,Kulthi (Horse Gram),1999-2000,3.00,1.00,357
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),1999-2000,2.00,1.00,333
Karnataka,Kharif,Kulthi (Horse Gram),1999-2000,141.00,63.00,445
Madhya Pradesh,Kharif,Kulthi (Horse Gram),1999-2000,110.00,30.00,275
Maharashtra,Kharif,Kulthi (Horse Gram),1999-2000,92.00,30.00,327
Odisha,Kharif,Kulthi (Horse Gram),1999-2000,89.00,23.00,254
